x, y
774.8688161152776, 1.649251398378468
837.6966759659059, 1.3753074693483374
869.1098070017963, 1.1069552033325598
931.9368679630016, 0.9392347438297589
952.8797542096852, 0.8050582909204811
963.3507978883158, 0.5031613785084025
1047.1207450962047, 0.6932446512519471
1141.3609370932995, 0.5534776016662797
1183.2459106972444, 0.7715142843269581
1214.6598406225585, 0.9560063205913352
1287.9579452623937, 1.179633599928403
1308.9008315090773, 1.408851902477046
1371.7278924702825, 1.8001996413169146
1382.1989361489125, 2.06855254713547
1392.6699798275422, 2.3089518297693
1413.6128660742274, 2.526988192528589
1465.9688833568014, 2.07414314381186
1476.439927035432, 2.4319468760582055
1476.439927035432, 2.7002995686091684
1476.439927035432, 2.7002995686091684
1455.4970407887477, 2.856838621491597
1486.9109707140617, 3.3432279967032383
1539.2669879966365, 2.9966056710772646
1623.0369352045252, 3.354409296689814
1623.0369352045252, 3.0077870776976363
1643.9790225617858, 2.733843681836488
1643.9790225617858, 2.733843681836488
1717.277127201621, 3.002196161119858
1706.8060835229903, 2.364858649603567
1801.0470744095098, 2.929517444622626
1842.9320480134538, 2.6276206388443435
1874.345179049345, 2.353677242983195
1874.345179049345, 2.353677242983195
1937.1730388999733, 2.107687150405383
1968.5861699358636, 1.7275208181858863
2094.2410907476965, 1.3585358925867612
2188.481282744792, 0.9112813339126256
2188.481282744792, 0.9112813339126256
2408.3771944431446, 0.5422964083135012
2408.3771944431446, 0.5422964083135012
2638.743350930704, 0.346622538893567
2827.225332703742, 0.6429284280940699
2921.465524700837, 0.9280529106742017
3015.7065155873565, 1.19640602976035
3057.591489191301, 1.2634938296798033
3099.4764627952445, 1.9455575008465642
3183.2456111137103, 1.2690848528913787
3246.0734709643393, 1.3194006495140707
3340.313662961434, 1.2131780330571116
3486.910671130528, 1.101364393388578
3581.151662017048, 0.9112813339126256
3581.151662017048, 0.9112813339126256
3664.9216092249358, 0.6876540545755575
3664.9216092249358, 0.6876540545755575
3727.748670186141, 0.41930114875700225
3727.748670186141, 0.41930114875700225
3853.40279210855, 0.2403994959014226
3853.40279210855, 0.2403994959014226
4062.826861238849, 0.19008327274354422
4062.826861238849, 0.19008327274354422
4198.952825729312, 0.2907157190592994
4198.952825729312, 0.2907157190592994
4314.135903973093, 0.44725455867413566
4418.847938538241, 0.3969383355162585
4418.847938538241, 0.3969383355162585
4575.9159903859645, 0.41930114875700225
4575.9159903859645, 0.41930114875700225
4743.455085912319, 0.46961737191487946
4921.466024006726, 0.41930114875700225
4921.466024006726, 0.41930114875700225
5078.534075854451, 0.2851246958477241
5078.534075854451, 0.2851246958477241
5246.073171380805, 0.12299525955649897
5246.073171380805, 0.12299525955649897
5476.439327868365, 0.09504184963936516
5685.863396998663, 0.21803668266067802
5685.863396998663, 0.21803668266067802
5811.518317810496, 0.30748750908846784
5811.518317810496, 0.30748750908846784
6031.4134306194255, 0.3130781057648579
6031.4134306194255, 0.3130781057648579
6136.125465184575, 0.408119955404223
6136.125465184575, 0.408119955404223
6261.779587106984, 0.47520796859126907
6397.905551597447, 0.4248917454333919
6502.617586162596, 0.3186691289764332
6607.329620727746, 0.19008327274354422
6712.0416552928955, 0.10063244631575517
6890.05179449788, 0.08945082642778984
6890.05179449788, 0.08945082642778984
7120.4187498748615, 0.19567386941993423
7120.4187498748615, 0.19567386941993423
7246.073670686695, 0.2571712859305911
7392.669879966365, 0.20685548930789957
7392.669879966365, 0.20685548930789957
7612.565791664719, 0.30748750908846784
7759.162000944387, 0.4025293587278338
7884.816122866796, 0.2739435024949448
7884.816122866796, 0.2739435024949448
7989.528157431947, 0.15094866947363197
7989.528157431947, 0.15094866947363197
